CT19-T2-013	توفي آية الله محمود هاشمي شاهرودي والذي كان من المقربين للمرشد الأعلى للنظام الإيراني علي خامنئي	CT19-T2-013-05	CT19-T2-013-05-01	التلفزيون الإيراني يعلن وفاة رئيس مجمع تشخيص مصلحة النظام آية الله السيد محمود الشاهرودي بعد معاناة مع المرض.                                                        أعلن التلفزيون الإيراني وفاة رئيس مجمع تشخيص مصلحة النظام آية الله السيد محمود الشاهرودي عن 70 عاماً بعد معاناة مع مرض السرطان.
CT19-T2-013	توفي آية الله محمود هاشمي شاهرودي والذي كان من المقربين للمرشد الأعلى للنظام الإيراني علي خامنئي	CT19-T2-013-05	CT19-T2-013-05-02	وتولى خلال الأسبوع الماضي رئاسة اجتماعات المجمع بشكل استثنائي، آية الله أحمد جنتي، الذي يرأس مجلسي الخبراء وصيانة الدستور، بعد تدهور الحالة الصحية للشاهرودي.
CT19-T2-013	توفي آية الله محمود هاشمي شاهرودي والذي كان من المقربين للمرشد الأعلى للنظام الإيراني علي خامنئي	CT19-T2-013-05	CT19-T2-013-05-04	وعين المرشد الإيراني السيد علي خامنئي، الشاهرودي رئيساً لمجمع تشخيص مصلحة النظام في آب/أغسطس 2017 بعد وفاة الشيخ أكبر هاشمي رفسنجاني.
CT19-T2-013	توفي آية الله محمود هاشمي شاهرودي والذي كان من المقربين للمرشد الأعلى للنظام الإيراني علي خامنئي	CT19-T2-013-05	CT19-T2-013-05-05	وشغل الشاهرودي كذلك منصب رئيس اللجنة العليا لحل النزاعات وتنظيم العلاقات بين السلطات الثلاث بتعيين من المرشد منذ عام 2011. كما يشغل منصب نائب رئيس مجلس خبراء القيادة في إيران وعضو مجلس صيانة الدستور.
CT19-T2-013	توفي آية الله محمود هاشمي شاهرودي والذي كان من المقربين للمرشد الأعلى للنظام الإيراني علي خامنئي	CT19-T2-013-05	CT19-T2-013-05-06	الشاهرودي قد حاز مستوى الاجتهاد في العشرينيات من عمره كما كان أول رئيس للمجلس الأعلى للثورة الإسلامية في العراق قبل السيد محمد باقر الحكيم.
CT19-T2-013	توفي آية الله محمود هاشمي شاهرودي والذي كان من المقربين للمرشد الأعلى للنظام الإيراني علي خامنئي	CT19-T2-013-05	CT19-T2-013-05-07	ونشأ الشاهرودي في العراق الذي أُبعدت إليه أسرته في زمن الملكية، حيث عاش شبابه كعراقي ولاحقاً طرده الرئيس العراقي الأسبق صدام حسين مع آخرين إلى إيران بعد الثورة.
CT19-T2-013	توفي آية الله محمود هاشمي شاهرودي والذي كان من المقربين للمرشد الأعلى للنظام الإيراني علي خامنئي	CT19-T2-013-06	CT19-T2-013-06-01	"أعلن عن وفاة رئيس مجمع تشخيص مصلحة النظام الإيراني، آية الله سيد محمود هاشمي شاهرودي، اليوم الإثنين، بعد صراع طويل مع المرض. وذكر التلفزيون الإيراني  ""توفي رئيس مجمع تشخيص مصلحة النظام الإيراني آية الله سيد محمود هاشمي شاهرودي، ليلة اليوم الإثنين، بعد صراع طويل مع المرض عن عمر يناهز الـ70 عاما"". لاحقا أكد بيان صدر عن عائلة هاشمي شاهرودي، الخبر. وسوف يوارى جثمان هاشمي شاهرودي، الثرى في حرم فاطمة المعصومة في مدينة قم، بحسب وكالة أنباء ""تسنيم"". بدوره قدم وزير الخارجية الإيراني محمد جواد ظريف، واجب التعزية لعائلة شاهرودي والمرشد الأعلى بوفاة رئيس مجمع تشخيص مصلحة النظام."
CT19-T2-013	توفي آية الله محمود هاشمي شاهرودي والذي كان من المقربين للمرشد الأعلى للنظام الإيراني علي خامنئي	CT19-T2-013-06	CT19-T2-013-06-02	هذا وكانت وسائل الإعلام الإيرانية، قد أوردت، في وقت سابق من اليوم الاثنين، أنباء متضاربة بشأن وفاة شاهرودي.
CT19-T2-013	توفي آية الله محمود هاشمي شاهرودي والذي كان من المقربين للمرشد الأعلى للنظام الإيراني علي خامنئي	CT19-T2-013-06	CT19-T2-013-06-03	وكان هاشمي شاهرودي، من أهم الشخصيات السياسية والدينية في إيران وأحد فقهاء مجلس صيانة الدستور الإيراني وعضو في جامعة مدرسين قم ورئيس السلطة القضائية الإيرانية وتم تعيينه في العام الماضي بحكم من المرشد الأعلى الإيراني آية الله علي خامنئي، رئيساً لمجمع تشخيص مصلحة النظام في آب/ أغسطس 2017 بعد وفاة الشيخ أكبر هاشمي رفسنجاني.
CT19-T2-013	توفي آية الله محمود هاشمي شاهرودي والذي كان من المقربين للمرشد الأعلى للنظام الإيراني علي خامنئي	CT19-T2-013-06	CT19-T2-013-06-04	ومجلس التشخيص هو الهيئة الاستشارية العليا للمرشد الأعلى، وتم تقنين وضعه بالدستور في عام 1990. وتشمل مهامه المشورة حول السياسات العامة للنظام وحل الخلافات بين مجلس الشورى ومجلس صيانة الدستور المعني بالنظر في دستورية قرارات مجلس الشورى.
